neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Russian Hill,Entire home/apt,699,1,11,6/17/16,0.35,4,365
Russian Hill,Entire home/apt,193,3,1,2/2/16,0.2,1,2
Russian Hill,Entire home/apt,225,2,7,6/28/16,1.74,1,300
Russian Hill,Private room,140,3,31,6/2/16,1.15,1,58
Russian Hill,Entire home/apt,200,2,73,6/16/16,4.42,3,29
Russian Hill,Entire home/apt,1850,1,5,5/20/14,0.18,1,365
Russian Hill,Entire home/apt,350,7,0,,,1,14
Russian Hill,Entire home/apt,700,2,0,,,2,0
Russian Hill,Entire home/apt,130,3,13,1/23/16,1.38,1,262
Russian Hill,Entire home/apt,160,2,4,1/4/16,0.11,2,5
Russian Hill,Private room,185,2,8,6/1/16,0.96,1,323
Russian Hill,Entire home/apt,259,2,1,6/10/16,1,7,234
Russian Hill,Private room,140,3,24,6/18/16,1.76,1,148
Russian Hill,Private room,110,1,2,8/31/15,0.19,1,0
Russian Hill,Entire home/apt,200,1,1,1/15/15,0.06,1,0
Russian Hill,Private room,119,1,13,6/22/16,1.5,1,11
Russian Hill,Private room,300,1,0,,,1,0
Russian Hill,Entire home/apt,450,3,4,4/10/16,0.45,3,19
Russian Hill,Entire home/apt,430,7,0,,,2,0
Russian Hill,Entire home/apt,300,2,0,,,2,8
Russian Hill,Entire home/apt,220,7,0,,,1,0
Russian Hill,Entire home/apt,250,7,0,,,2,0
Russian Hill,Entire home/apt,350,2,0,,,1,0
Russian Hill,Entire home/apt,450,2,7,6/10/16,0.73,1,353
Russian Hill,Entire home/apt,225,2,32,1/15/16,1.5,1,252
Russian Hill,Entire home/apt,199,3,1,5/14/16,0.6,1,365
Russian Hill,Entire home/apt,150,30,5,2/15/16,0.28,1,333
Russian Hill,Entire home/apt,399,1,2,7/6/14,0.08,3,9
Russian Hill,Private room,450,3,0,,,1,362
Russian Hill,Private room,300,1,0,,,1,365
Russian Hill,Private room,120,5,0,,,2,0
Russian Hill,Entire home/apt,250,2,1,4/21/16,0.41,1,14
Russian Hill,Entire home/apt,500,2,2,11/17/15,0.24,1,0
Noe Valley,Private room,920,1,0,,,1,0
Noe Valley,Private room,110,1,106,6/27/16,2.24,3,356
Noe Valley,Private room,150,5,1,6/21/16,1,1,362
Noe Valley,Private room,105,2,11,1/6/16,0.91,6,88
Noe Valley,Private room,80,1,4,5/31/16,1.14,1,346
Noe Valley,Private room,180,2,70,6/27/16,1.99,1,359
Noe Valley,Entire home/apt,150,3,42,5/29/16,8.94,1,239
Noe Valley,Entire home/apt,250,1,0,,,1,0
Noe Valley,Entire home/apt,269,3,38,5/17/16,1.48,1,360
Noe Valley,Entire home/apt,156,2,8,8/7/15,0.64,1,0
Noe Valley,Entire home/apt,290,5,20,10/19/15,0.47,1,0
Noe Valley,Private room,109,2,16,6/29/16,0.76,3,110
Noe Valley,Entire home/apt,450,1,0,,,3,0
Noe Valley,Entire home/apt,270,15,1,8/27/15,0.1,1,11
Noe Valley,Private room,145,3,1,9/18/15,0.1,1,93
Noe Valley,Entire home/apt,295,2,164,6/15/16,2.81,1,257
Noe Valley,Entire home/apt,445,3,18,6/13/16,0.93,2,44
Noe Valley,Entire home/apt,235,5,59,6/14/16,1.89,1,214
Noe Valley,Entire home/apt,490,2,2,7/24/15,0.08,1,4
Noe Valley,Entire home/apt,125,2,17,6/23/16,4.25,1,177
Noe Valley,Entire home/apt,229,3,16,6/16/16,1.75,1,285
Noe Valley,Entire home/apt,225,3,15,6/25/16,1.22,1,129
Noe Valley,Entire home/apt,185,3,40,6/13/16,1.78,1,305
Noe Valley,Entire home/apt,390,1,30,6/11/16,1.96,1,321
Noe Valley,Private room,155,2,31,5/4/16,1.62,6,252
Noe Valley,Private room,79,14,0,,,1,0
Noe Valley,Entire home/apt,201,1,207,6/25/16,4.39,1,283
Noe Valley,Entire home/apt,490,3,56,6/14/16,1.59,1,309
Noe Valley,Entire home/apt,150,2,19,6/12/16,1.4,1,73
Noe Valley,Entire home/apt,300,7,5,3/24/16,0.15,1,163
Noe Valley,Entire home/apt,285,3,57,3/24/16,2.72,1,0
Noe Valley,Entire home/apt,350,5,0,,,1,0
Noe Valley,Entire home/apt,120,3,3,9/1/15,0.28,1,0
Noe Valley,Entire home/apt,395,1,4,6/8/16,2.26,1,302
Noe Valley,Entire home/apt,250,3,0,,,2,41
Noe Valley,Entire home/apt,350,2,17,6/13/16,1.52,1,39
Noe Valley,Entire home/apt,210,1,109,6/28/16,3.82,1,56
Noe Valley,Entire home/apt,700,3,0,,,1,0
Noe Valley,Entire home/apt,200,1,1,6/18/16,1,1,0
Noe Valley,Private room,175,3,0,,,1,365
Noe Valley,Private room,200,2,1,9/21/15,0.1,4,354
Noe Valley,Entire home/apt,295,5,17,6/16/16,1.83,1,293
Noe Valley,Entire home/apt,350,1,0,,,1,12
Noe Valley,Private room,200,4,0,,,1,363
Noe Valley,Entire home/apt,275,2,6,6/27/16,0.53,1,116
Noe Valley,Entire home/apt,300,14,0,,,1,62
Noe Valley,Entire home/apt,299,3,0,,,3,13
Noe Valley,Entire home/apt,350,3,15,5/31/16,1.32,1,283
Noe Valley,Entire home/apt,609,14,0,,,1,216
Noe Valley,Entire home/apt,125,2,8,6/18/16,2,1,21
Noe Valley,Private room,100,1,0,,,2,0
Noe Valley,Shared room,79,1,0,,,6,322
Noe Valley,Entire home/apt,149,2,8,5/20/16,0.82,1,316
Noe Valley,Entire home/apt,475,3,0,,,6,238
Noe Valley,Private room,95,1,14,6/20/16,1.61,1,4
Noe Valley,Entire home/apt,400,3,0,,,1,0
Noe Valley,Entire home/apt,145,2,142,7/1/16,2.09,1,262
Noe Valley,Entire home/apt,149,4,3,6/12/16,1.3,1,321
Noe Valley,Private room,275,1,37,6/6/16,0.59,1,363
Noe Valley,Entire home/apt,175,1,22,6/26/16,3.88,1,7
Noe Valley,Private room,90,20,0,,,1,214
Noe Valley,Entire home/apt,460,2,4,6/15/16,1.71,3,349
Noe Valley,Entire home/apt,99,1,2,6/20/16,2,1,193
Noe Valley,Entire home/apt,160,3,3,10/5/15,0.31,1,0
Noe Valley,Entire home/apt,500,4,7,2/8/16,0.56,2,283
Noe Valley,Private room,83,7,12,3/27/16,0.31,2,199
Noe Valley,Private room,120,1,10,12/20/15,0.42,1,267
Noe Valley,Entire home/apt,119,7,9,6/9/14,0.19,2,247
Noe Valley,Entire home/apt,175,2,154,6/21/16,5.95,2,220
Noe Valley,Private room,100,1,0,,,15,0
Noe Valley,Entire home/apt,230,7,0,,,1,1
Noe Valley,Private room,107,7,8,5/29/16,0.22,2,315
Noe Valley,Entire home/apt,250,7,0,,,1,14
Noe Valley,Private room,125,1,6,6/18/16,0.8,2,198
Noe Valley,Entire home/apt,340,1,4,6/7/16,1.11,1,6
Noe Valley,Entire home/apt,250,1,114,6/30/16,3.54,1,299
Noe Valley,Entire home/apt,179,10,11,2/15/15,0.23,2,0
Noe Valley,Private room,55,7,2,9/29/15,0.12,1,0
Noe Valley,Private room,144,1,0,,,11,360
Noe Valley,Private room,145,1,0,,,11,360
Noe Valley,Private room,150,3,7,4/5/16,0.28,2,344
Noe Valley,Private room,139,1,0,,,11,360
Noe Valley,Private room,110,2,0,,,3,0
Noe Valley,Entire home/apt,165,30,25,5/16/16,0.6,5,103
Noe Valley,Entire home/apt,248,2,6,6/17/16,2.61,3,305
Noe Valley,Entire home/apt,140,2,22,6/10/16,3.75,1,0
Noe Valley,Entire home/apt,120,14,4,10/7/15,0.23,1,17
Noe Valley,Entire home/apt,130,2,113,6/26/16,2.13,2,126
Noe Valley,Entire home/apt,190,3,2,12/30/15,0.16,1,0
Noe Valley,Private room,119,2,55,6/27/16,5.39,1,45
Noe Valley,Entire home/apt,300,1,0,,,1,0
Noe Valley,Entire home/apt,175,2,2,11/16/15,0.24,1,0
Noe Valley,Entire home/apt,149,3,84,6/30/16,1.95,1,91
Noe Valley,Private room,115,3,163,11/10/15,3.34,2,299
Noe Valley,Entire home/apt,200,2,51,6/28/16,4.77,1,135
Noe Valley,Entire home/apt,200,3,6,5/2/16,0.53,1,3
Noe Valley,Private room,118,3,32,5/22/16,0.88,1,321
Noe Valley,Private room,99,3,187,6/29/16,2.51,1,272
Noe Valley,Entire home/apt,189,3,1,6/20/16,1,3,300
Noe Valley,Entire home/apt,210,2,2,6/20/16,2,1,340
Noe Valley,Entire home/apt,199,3,2,11/16/15,0.2,1,0
Noe Valley,Private room,105,1,3,6/28/16,1.02,3,0
Noe Valley,Entire home/apt,225,30,1,6/19/15,0.08,25,334
Noe Valley,Entire home/apt,185,4,15,3/24/16,0.79,1,228
Noe Valley,Private room,120,1,0,,,6,365
Noe Valley,Private room,300,3,0,,,3,335
Noe Valley,Entire home/apt,250,5,0,,,1,2
Noe Valley,Entire home/apt,225,2,8,4/4/16,0.73,1,165
Noe Valley,Private room,126,28,30,6/3/16,1.91,4,274
Noe Valley,Entire home/apt,350,2,4,6/7/16,1.09,1,292
Noe Valley,Private room,105,7,2,9/23/15,0.16,2,238
Noe Valley,Entire home/apt,175,2,20,12/7/15,1.51,1,26
Noe Valley,Private room,100,1,0,,,15,0
Noe Valley,Entire home/apt,349,2,17,6/27/16,1.44,1,66
Noe Valley,Entire home/apt,2800,5,0,,,2,0
Noe Valley,Entire home/apt,350,2,1,5/31/16,0.91,2,13
Noe Valley,Entire home/apt,169,2,7,2/12/16,0.33,3,182
Noe Valley,Entire home/apt,225,10,2,7/13/15,0.08,1,23
Noe Valley,Private room,95,1,13,6/24/16,2.91,4,264
Noe Valley,Entire home/apt,249,3,74,6/20/16,2.81,1,319
Noe Valley,Private room,100,1,1,1/31/16,0.19,6,365
Noe Valley,Private room,72,2,28,6/18/16,1.1,1,147
Noe Valley,Entire home/apt,195,2,37,6/10/16,1.03,1,302
Noe Valley,Entire home/apt,200,30,69,3/19/16,1.24,1,336
Noe Valley,Entire home/apt,750,2,0,,,1,0
Noe Valley,Entire home/apt,325,3,5,9/18/15,0.14,2,223
Noe Valley,Entire home/apt,300,1,0,,,1,0
Noe Valley,Private room,200,2,5,7/9/15,0.36,2,365
Noe Valley,Private room,93,2,115,6/14/16,3.37,2,93
Noe Valley,Entire home/apt,1000,2,0,,,1,37
Noe Valley,Private room,99,2,25,6/25/16,3.13,1,9
Noe Valley,Entire home/apt,265,4,13,4/16/16,1.16,1,343
Noe Valley,Entire home/apt,111,3,2,3/19/16,0.5,1,327
Noe Valley,Entire home/apt,250,3,37,6/21/16,4.49,1,318
Noe Valley,Entire home/apt,150,3,28,6/17/16,1.15,1,323
Noe Valley,Entire home/apt,600,1,37,6/21/16,4.3,1,75
Noe Valley,Entire home/apt,245,2,5,2/13/16,0.41,1,86
Noe Valley,Entire home/apt,250,2,40,6/4/16,1.15,1,31
Noe Valley,Private room,170,7,14,9/14/15,0.3,2,28
Noe Valley,Entire home/apt,375,2,1,12/1/15,0.14,1,246
Noe Valley,Entire home/apt,250,3,7,3/26/16,0.27,1,183
Noe Valley,Entire home/apt,425,4,3,1/16/16,0.31,2,178
Noe Valley,Entire home/apt,125,2,29,6/11/16,5.76,1,79
Noe Valley,Entire home/apt,200,21,1,8/16/13,0.03,1,31
Noe Valley,Entire home/apt,125,1,32,7/1/16,6.86,1,285
Noe Valley,Private room,165,1,94,6/9/16,4.08,1,298
Noe Valley,Entire home/apt,450,5,3,8/14/15,0.08,1,4
Noe Valley,Entire home/apt,249,30,56,3/24/16,1.74,1,269
Noe Valley,Entire home/apt,750,4,3,4/24/16,0.61,1,294
Noe Valley,Entire home/apt,300,1,8,6/27/16,5.11,1,331
Noe Valley,Entire home/apt,700,1,0,,,1,0
Noe Valley,Entire home/apt,204,2,17,11/1/15,1.34,1,351
Noe Valley,Entire home/apt,140,1,90,6/18/16,4.64,2,298
Noe Valley,Private room,80,2,1,6/12/16,1,1,58
Noe Valley,Entire home/apt,500,7,2,1/3/16,0.2,1,19
Noe Valley,Private room,115,2,14,6/24/16,3.93,2,8
Noe Valley,Private room,80,7,0,,,1,26
Noe Valley,Entire home/apt,135,1,10,6/27/16,6.82,1,124
Noe Valley,Entire home/apt,650,3,68,5/26/16,2.52,3,208
Noe Valley,Entire home/apt,199,30,17,12/7/15,0.49,1,213
Noe Valley,Entire home/apt,165,30,96,5/23/16,2.92,1,160
Noe Valley,Private room,146,3,30,6/16/16,2.39,1,344
Noe Valley,Entire home/apt,95,5,1,8/12/13,0.03,1,243
Noe Valley,Entire home/apt,375,2,5,6/20/16,0.52,4,241
Noe Valley,Entire home/apt,125,5,9,6/28/16,1.48,1,36
Noe Valley,Private room,145,1,41,6/9/16,1.42,3,312
Noe Valley,Entire home/apt,495,3,62,6/10/16,1.15,2,324
Noe Valley,Entire home/apt,987,2,1,8/9/15,0.09,1,363
Noe Valley,Entire home/apt,750,2,1,12/13/15,0.15,1,0
Noe Valley,Entire home/apt,450,1,23,2/7/16,0.7,1,70
Noe Valley,Entire home/apt,600,5,11,4/24/16,0.44,1,17
Noe Valley,Entire home/apt,160,4,4,6/3/16,0.08,1,68
Noe Valley,Private room,125,3,230,6/20/16,3.63,1,205
Noe Valley,Private room,95,1,1,6/26/16,1,2,307
Noe Valley,Private room,89,3,57,6/12/16,1.15,2,311
Noe Valley,Private room,95,1,0,,,1,42
Noe Valley,Private room,125,3,162,1/5/16,3.23,2,210
Noe Valley,Private room,85,1,27,6/27/16,9.2,3,3
Noe Valley,Private room,100,1,122,5/18/16,2.6,3,105
Noe Valley,Entire home/apt,1050,2,4,6/25/16,0.36,1,187
Noe Valley,Entire home/apt,2000,3,2,7/28/14,0.06,1,364
Noe Valley,Entire home/apt,200,2,1,2/8/16,0.21,1,0
Noe Valley,Entire home/apt,150,29,39,6/21/16,3.11,4,203
Noe Valley,Private room,133,1,0,,,11,348
Noe Valley,Entire home/apt,190,1,1,1/16/16,0.18,2,182
Noe Valley,Private room,200,1,0,,,1,0
Noe Valley,Private room,175,1,11,6/24/16,1.18,1,361
Noe Valley,Entire home/apt,178,2,12,6/17/16,0.88,3,194
Noe Valley,Private room,225,1,2,12/31/15,0.2,1,363
Noe Valley,Entire home/apt,180,1,2,5/3/16,0.61,1,337
Noe Valley,Private room,275,2,0,,,2,182
Noe Valley,Entire home/apt,240,1,51,6/30/16,8.14,1,174
Noe Valley,Entire home/apt,99,2,281,6/28/16,5.87,2,273
Noe Valley,Entire home/apt,400,2,0,,,1,0
Noe Valley,Entire home/apt,175,3,2,9/28/15,0.21,1,0
Noe Valley,Entire home/apt,1500,1,0,,,1,0
Noe Valley,Private room,136,3,3,7/24/15,0.24,2,89
Noe Valley,Private room,100,2,9,6/27/16,2.35,1,8
Noe Valley,Entire home/apt,200,2,17,6/18/16,5.54,1,136
Noe Valley,Private room,105,2,32,5/29/16,1.83,6,255
Noe Valley,Entire home/apt,300,2,0,,,1,1
Noe Valley,Entire home/apt,400,3,0,,,1,14
Noe Valley,Entire home/apt,495,1,0,,,1,0
Noe Valley,Private room,120,2,1,6/8/16,1,1,0
Noe Valley,Private room,100,30,0,,,6,365
Noe Valley,Private room,125,1,11,5/15/16,0.95,3,0
Noe Valley,Entire home/apt,150,2,1,6/25/16,1,1,31
Noe Valley,Private room,165,3,52,6/11/16,3.22,1,319
Noe Valley,Private room,140,3,18,6/17/16,0.86,1,348
Noe Valley,Private room,158,2,14,5/20/16,1.14,1,335
Noe Valley,Entire home/apt,189,1,63,2/28/16,1.36,1,365
Noe Valley,Entire home/apt,350,1,2,6/19/16,2,1,42
Noe Valley,Private room,70,1,38,6/26/16,4.03,4,244
Noe Valley,Private room,100,1,11,5/7/16,0.54,3,292
Noe Valley,Entire home/apt,149,2,65,6/27/16,3.64,1,344
Noe Valley,Entire home/apt,248,2,7,6/18/16,2.41,3,323
Noe Valley,Entire home/apt,725,7,0,,,1,0
Noe Valley,Private room,70,2,8,2/6/16,0.2,1,182
Noe Valley,Entire home/apt,450,1,0,,,2,0
Noe Valley,Entire home/apt,435,1,1,8/23/14,0.04,2,0
Noe Valley,Entire home/apt,375,3,1,6/17/16,1,1,46
Noe Valley,Entire home/apt,400,5,7,12/27/15,0.15,1,159
Noe Valley,Private room,149,2,3,2/16/15,0.16,1,143
Noe Valley,Entire home/apt,350,4,4,7/15/15,0.13,1,0
Noe Valley,Entire home/apt,159,7,29,5/29/16,0.58,1,253
Noe Valley,Entire home/apt,400,1,0,,,1,0
Noe Valley,Entire home/apt,300,1,0,,,1,0
Noe Valley,Entire home/apt,200,30,0,,,7,346
Noe Valley,Entire home/apt,900,3,0,,,1,191
Noe Valley,Private room,149,2,162,6/16/16,5.23,1,359
Noe Valley,Entire home/apt,250,2,2,11/8/15,0.2,1,77
Noe Valley,Entire home/apt,400,7,33,8/26/15,0.67,1,354
Noe Valley,Private room,170,7,1,3/17/16,0.28,2,0
Noe Valley,Private room,75,2,7,6/23/16,0.69,1,244
Noe Valley,Entire home/apt,219,3,55,6/8/16,2.92,1,255
Noe Valley,Entire home/apt,395,1,0,,,1,16
Noe Valley,Entire home/apt,700,3,2,6/25/16,2,1,138
Noe Valley,Entire home/apt,260,2,1,5/15/16,0.61,1,3
Noe Valley,Entire home/apt,125,30,2,5/11/16,0.95,1,256
Noe Valley,Entire home/apt,250,5,4,8/12/15,0.34,1,0
Noe Valley,Entire home/apt,225,1,119,6/30/16,9.37,1,67
Noe Valley,Private room,85,1,46,6/27/16,6.42,3,1
Noe Valley,Entire home/apt,400,4,8,6/18/16,0.22,1,178
Noe Valley,Entire home/apt,180,3,2,6/11/16,2,1,11
Noe Valley,Entire home/apt,119,1,96,6/17/16,8,1,15
Noe Valley,Entire home/apt,245,1,34,6/29/16,3.52,1,348
Noe Valley,Private room,128,1,108,6/13/16,4.11,1,351
Noe Valley,Private room,135,30,42,10/30/15,1.5,2,170
Noe Valley,Private room,110,30,2,5/25/16,0.72,2,316
Noe Valley,Entire home/apt,279,3,25,6/28/16,1.98,1,310
Noe Valley,Entire home/apt,175,7,11,11/18/15,0.18,25,330
Noe Valley,Private room,119,3,51,6/5/16,1.43,1,312
Noe Valley,Entire home/apt,190,1,6,2/5/16,0.23,1,0
Noe Valley,Entire home/apt,245,2,112,5/6/16,2.37,1,251
Noe Valley,Entire home/apt,150,30,2,5/1/16,0.5,2,149
Noe Valley,Entire home/apt,155,2,45,6/29/16,1.67,1,247
Noe Valley,Entire home/apt,139,30,78,5/22/16,2.97,4,56
Noe Valley,Entire home/apt,360,4,12,1/16/16,0.54,1,0
Noe Valley,Entire home/apt,200,3,1,5/31/16,0.91,1,323
Noe Valley,Entire home/apt,640,3,20,6/18/16,1.74,2,365
Noe Valley,Entire home/apt,550,5,22,2/11/16,0.67,2,175
Noe Valley,Private room,110,30,3,3/19/16,0.27,2,156
Noe Valley,Private room,79,1,80,6/28/16,3.4,1,55
Noe Valley,Entire home/apt,195,3,8,9/19/15,0.24,1,243
Noe Valley,Private room,110,1,22,6/26/16,3.71,4,98
Noe Valley,Private room,134,3,9,6/21/16,1.58,1,349
Noe Valley,Entire home/apt,225,3,19,6/29/16,2.79,1,294
Noe Valley,Private room,99,29,31,5/18/16,1.75,4,67
Noe Valley,Private room,150,2,3,4/15/16,0.49,1,207
Noe Valley,Entire home/apt,195,4,3,6/13/16,0.51,1,0
Noe Valley,Private room,48,4,14,5/18/16,1.31,2,3
Noe Valley,Entire home/apt,675,5,0,,,4,353
Noe Valley,Entire home/apt,189,1,9,6/19/16,0.66,2,307
Noe Valley,Entire home/apt,135,5,64,6/30/16,2.52,1,273
Noe Valley,Entire home/apt,248,2,4,6/4/16,1.29,3,321
Noe Valley,Entire home/apt,300,1,22,7/1/16,1.65,1,306
Noe Valley,Entire home/apt,499,3,0,,,1,0
Noe Valley,Entire home/apt,110,3,0,,,1,274
Noe Valley,Entire home/apt,150,30,2,3/16/16,0.48,2,150
Noe Valley,Entire home/apt,350,3,4,8/10/15,0.29,1,2
Noe Valley,Entire home/apt,139,4,23,6/8/16,3.3,1,48
Noe Valley,Entire home/apt,148,1,10,5/31/16,1.38,1,0
Noe Valley,Entire home/apt,250,1,11,6/23/16,1.14,2,14
Noe Valley,Entire home/apt,180,5,15,6/12/16,0.22,1,365
Noe Valley,Entire home/apt,399,3,108,6/17/16,2.18,1,81
Noe Valley,Entire home/apt,105,1,9,4/23/16,1.32,1,10
Noe Valley,Entire home/apt,140,3,5,9/25/15,0.26,1,0
Noe Valley,Entire home/apt,165,3,38,7/1/16,2.57,1,284
Noe Valley,Entire home/apt,158,3,50,6/19/16,1.42,2,69
Noe Valley,Private room,100,7,0,,,1,283
Noe Valley,Private room,180,1,1,4/29/16,0.46,1,0
Noe Valley,Entire home/apt,2000,5,0,,,1,0
Noe Valley,Private room,78,1,0,,,2,305
Noe Valley,Private room,126,2,52,7/1/16,5.23,1,46
Noe Valley,Entire home/apt,275,6,30,5/21/16,0.83,3,203
Noe Valley,Entire home/apt,150,18,10,10/25/14,0.22,25,365
Noe Valley,Entire home/apt,150,2,2,10/12/15,0.22,1,198
Noe Valley,Private room,88,2,0,,,1,6
Noe Valley,Private room,84,1,33,6/19/16,4.09,2,261
Noe Valley,Private room,135,1,28,6/25/16,2.17,2,318
Noe Valley,Entire home/apt,300,1,40,6/23/16,2.51,1,289
Noe Valley,Entire home/apt,190,3,0,,,1,29
Noe Valley,Entire home/apt,200,4,0,,,1,0
Noe Valley,Entire home/apt,500,1,0,,,1,0
Noe Valley,Private room,180,1,4,10/25/15,0.33,1,0
Noe Valley,Entire home/apt,575,3,9,2/8/16,0.46,2,289
Noe Valley,Private room,300,1,0,,,1,0
Noe Valley,Private room,225,3,0,,,2,364
Noe Valley,Private room,325,2,2,9/27/15,0.2,2,0
Noe Valley,Entire home/apt,450,1,0,,,1,0
Noe Valley,Entire home/apt,259,2,52,6/27/16,1.41,1,285
Noe Valley,Entire home/apt,145,3,25,6/15/16,2.41,1,119
Noe Valley,Entire home/apt,250,2,32,5/16/16,1.31,1,28
Noe Valley,Entire home/apt,150,2,7,6/19/16,1.75,1,79
Noe Valley,Entire home/apt,400,1,0,,,1,0
Noe Valley,Private room,185,2,5,5/13/16,0.22,4,354
Noe Valley,Entire home/apt,225,5,0,,,1,0
Noe Valley,Entire home/apt,250,3,3,4/23/16,0.17,1,247
Noe Valley,Entire home/apt,300,2,16,6/26/16,3.31,2,310
Noe Valley,Entire home/apt,425,5,0,,,2,0
Noe Valley,Entire home/apt,269,2,2,1/15/16,0.1,3,182
Noe Valley,Private room,145,2,45,5/31/16,2.3,6,244
Noe Valley,Private room,65,1,53,6/24/16,3.08,2,320
Noe Valley,Entire home/apt,295,5,8,5/24/16,0.69,2,345
Noe Valley,Private room,109,3,37,6/24/16,3.17,1,18
Noe Valley,Private room,175,4,1,10/5/15,0.11,4,0
Noe Valley,Entire home/apt,150,2,1,1/4/14,0.03,1,239
Noe Valley,Private room,95,1,0,,,1,10
Noe Valley,Entire home/apt,170,3,4,1/3/16,0.08,1,0
Noe Valley,Entire home/apt,300,1,0,,,1,9
Noe Valley,Entire home/apt,350,3,32,6/6/16,1.74,6,234
Noe Valley,Entire home/apt,179,2,161,6/27/16,3.3,1,295
Noe Valley,Entire home/apt,200,1,125,6/17/16,2.77,2,306
Noe Valley,Private room,150,1,10,7/3/15,0.69,1,337
Noe Valley,Entire home/apt,350,3,0,,,1,18
Noe Valley,Entire home/apt,150,3,1,6/29/15,0.08,1,0
Noe Valley,Entire home/apt,450,1,3,4/14/16,0.93,1,7
Noe Valley,Entire home/apt,479,4,0,,,1,304
Noe Valley,Entire home/apt,400,3,8,4/5/16,1.29,1,182
Noe Valley,Private room,100,3,9,6/21/16,2.76,2,49
Noe Valley,Entire home/apt,135,2,41,6/29/16,6.58,1,231
Noe Valley,Private room,110,3,1,9/25/15,0.11,3,0
Noe Valley,Private room,150,1,4,3/17/16,0.82,1,0
Noe Valley,Entire home/apt,650,5,2,4/1/16,0.17,1,3
Noe Valley,Entire home/apt,275,2,10,6/23/16,0.65,2,178
Noe Valley,Entire home/apt,215,3,1,5/26/15,0.07,2,0
Noe Valley,Entire home/apt,150,3,2,1/2/16,0.11,1,30
Noe Valley,Private room,95,5,71,9/24/15,1.15,1,182
Noe Valley,Entire home/apt,224,2,0,,,1,8
Noe Valley,Private room,90,3,0,,,1,0
Noe Valley,Entire home/apt,170,1,91,6/29/16,7.15,1,111
Noe Valley,Entire home/apt,189,30,2,5/31/16,0.39,2,323
Noe Valley,Entire home/apt,140,18,17,1/8/16,0.29,25,276
Noe Valley,Private room,139,3,125,6/27/16,2.76,1,315
Noe Valley,Entire home/apt,199,3,53,3/22/16,2.78,1,182
Noe Valley,Entire home/apt,190,1,4,1/26/16,0.53,2,183
Noe Valley,Private room,176,2,1,9/19/15,0.1,4,365
Noe Valley,Entire home/apt,1000,1,10,6/27/16,0.78,1,13
Noe Valley,Private room,89,1,289,6/28/16,6,2,247
Noe Valley,Entire home/apt,450,2,6,3/20/16,0.83,2,7
Noe Valley,Entire home/apt,200,2,135,6/17/16,5.7,1,292
Noe Valley,Entire home/apt,135,4,4,4/8/16,0.15,1,0
Noe Valley,Entire home/apt,450,3,0,,,2,0
Noe Valley,Private room,172,3,102,6/28/16,1.93,1,76
Inner Sunset,Entire home/apt,550,1,1,6/1/15,0.08,1,0
Inner Sunset,Entire home/apt,200,1,0,,,1,0
Inner Sunset,Entire home/apt,124,2,114,5/25/16,2.95,1,184
Inner Sunset,Private room,120,1,6,3/25/16,0.25,1,182
Inner Sunset,Private room,80,1,11,6/28/16,6.23,1,266
Inner Sunset,Private room,99,1,59,6/15/16,4.36,3,328
Inner Sunset,Private room,84,1,103,6/29/16,6.66,1,19
Inner Sunset,Entire home/apt,149,1,8,6/24/16,1,1,348
Inner Sunset,Private room,75,2,4,3/4/16,0.66,1,0
Inner Sunset,Entire home/apt,150,1,3,2/16/16,0.61,1,0
Inner Sunset,Private room,88,1,168,6/29/16,4.76,4,44
Inner Sunset,Private room,100,3,0,,,1,0
Inner Sunset,Entire home/apt,650,2,1,1/22/16,0.18,1,365
Inner Sunset,Private room,65,7,3,5/28/16,1.61,1,0
Inner Sunset,Entire home/apt,2500,1,0,,,2,0
Inner Sunset,Entire home/apt,340,7,0,,,1,3
Inner Sunset,Entire home/apt,250,3,5,2/9/16,0.47,1,49
Inner Sunset,Entire home/apt,198,4,16,6/17/16,1.71,2,345
Inner Sunset,Entire home/apt,1450,4,0,,,1,0
Inner Sunset,Private room,144,2,19,4/7/16,1.39,1,139
Inner Sunset,Private room,200,1,0,,,1,0
Inner Sunset,Private room,150,1,0,,,7,364
Inner Sunset,Entire home/apt,179,3,135,6/15/16,2.28,1,326
Inner Sunset,Entire home/apt,98,2,6,10/29/15,0.67,1,0
Inner Sunset,Entire home/apt,375,7,0,,,1,10
Inner Sunset,Entire home/apt,450,2,6,1/31/16,0.55,1,207
Inner Sunset,Entire home/apt,412,3,44,6/26/16,3.92,1,125
Inner Sunset,Private room,75,1,5,5/22/16,1.76,1,2
